detected_date,entry_date,exited_date,symbol,side,status,regime,entry,stop,target,tp_runner_pct,tp_target_multiplier,tp_conviction,exit_price,hold_candles,r_multiple,price_return_pct,leverage,taken,position_pct,margin,net_pnl,fees,funding,outcome,ml_score,ml_p_win,ml_expected_r,ml_tail_prob,ml_not_bad_prob,ml_market_regime,feat_score,feat_breakout_pct,feat_distance_to_trigger_pct,feat_risk_pct,feat_reward_pct,feat_reward_risk,feat_volume_ratio,feat_avg_quote_volume,feat_compression_pct,feat_atr_pct,feat_trend_score,feat_close_position,feat_quote_volume_24h,feat_range_pct_24h,feat_price_change_pct_24h,feat_momentum_score,feat_btc_momentum_pct,feat_btc_ema_distance_pct,feat_rel_momentum_pct,feat_symbol_trades_30,feat_symbol_win_rate_30,feat_symbol_avg_r_30,feat_interval
2026-02-14 08:59,2026-02-14 09:59,2026-02-15 09:59,VIRTUALUSDT,LONG,BREAKOUT,INSTANT,0.66710007,0.64375156755,0.740976257644,50.00,1.000,0.000,0.676190224809,24,0.3893,1.3626,10,yes,55.00,5.500000,0.683451,0.049500,0.016500,WIN,0.000000,0.000000,0.000000,0.000000,0.000000,,95.500000,0.028849,0.000000,0.094158,0.141987,1.507971,4.932797,2410204.150207,0.000000,0.021999,1.000000,0.864111,67355349.414700,17.333933,0.000000,0.942873,4.117980,2.554206,18.564139,0.000000,0.500000,0.000000,1h
2026-02-14 15:59,2026-02-14 16:59,2026-02-14 18:59,1000PEPEUSDT,LONG,BREAKOUT,INSTANT,0.00419095691,0.00404427341815,0.0046032765,50.00,1.000,0.000,0.00457322325,2,2.6061,9.1212,10,yes,55.00,5.500000,4.965795,0.049500,0.001375,WIN,0.000000,0.000000,0.000000,0.000000,0.000000,,96.000000,0.023900,0.000000,0.089975,0.123822,1.376178,3.912454,11560923.281945,0.000000,0.015604,1.000000,0.937984,325176137.575498,11.403886,0.000000,0.944839,4.910414,2.152394,14.757128,0.000000,0.500000,0.000000,1h
2026-02-14 18:59,2026-02-14 19:59,2026-02-15 05:59,FARTCOINUSDT,LONG,BREAKOUT,INSTANT,0.21266378,0.2052205477,0.233736295749,50.00,1.000,0.000,0.214089956475,10,0.1916,0.6706,10,yes,55.00,8.231187,0.467634,0.074081,0.010289,WIN,0.000000,0.000000,0.000000,0.000000,0.000000,,92.500000,0.029526,0.000000,0.092938,0.130217,1.401115,5.009155,2000115.489131,0.000000,0.020418,1.000000,0.696552,55196913.783780,13.681241,0.000000,0.926656,3.720746,1.960731,18.590927,0.000000,0.500000,0.000000,1h
2026-02-14 21:59,2026-02-14 22:59,2026-02-15 12:59,DOGEUSDT,LONG,BREAKOUT,INSTANT,0.110803231,0.106925117915,0.12549051,50.00,1.000,0.000,0.111546305168,14,0.1916,0.6706,10,no,,0.000000,0.000000,0.000000,0.000000,skipped,0.000000,0.000000,0.000000,0.000000,0.000000,,90.200000,0.012799,0.000000,0.107946,0.146143,1.353857,3.464739,27545666.778605,0.000000,0.017164,1.000000,0.564014,674939463.607690,14.253475,0.000000,0.904236,3.121542,2.007680,17.370083,0.000000,0.500000,0.000000,1h
2026-02-20 16:59,2026-02-20 17:59,2026-02-21 23:59,FILUSDT,LONG,BREAKOUT,RETEST,0.9532859,0.9199208935,1.036155,50.00,1.000,0.000,0.967059280617,30,0.4128,1.4448,10,yes,55.00,8.864284,1.167721,0.079779,0.033241,WIN,0.000000,0.000000,0.000000,0.000000,0.000000,,90.400000,0.001050,0.000000,0.064506,0.087311,1.353534,2.642510,3583173.586890,0.000000,0.014241,0.700000,0.818182,94394090.000500,6.295908,0.000000,0.617322,0.400189,0.621103,-1.949776,0.000000,0.500000,0.000000,1h
2026-02-25 16:59,2026-02-25 17:59,2026-02-25 23:59,APTUSDT,LONG,BREAKOUT,INSTANT,0.99539853,0.96055958145,1.1400223,50.00,1.000,0.000,1.00207392139,6,0.1916,0.6706,10,yes,55.00,9.506530,0.544843,0.085559,0.007130,WIN,0.000000,0.000000,0.000000,0.000000,0.000000,,94.500000,0.037748,0.000000,0.142922,0.187574,1.312426,6.051041,1817776.337484,0.000000,0.018345,1.000000,0.860125,50778784.556960,18.498794,0.000000,1.020178,0.959001,4.290158,18.198087,0.000000,0.500000,0.000000,1h
2026-02-25 16:59,2026-02-25 17:59,2026-02-25 22:59,ARBUSDT,LONG,BREAKOUT,INSTANT,0.1030309,0.0994248185,0.11527875,50.00,1.000,0.000,0.1037,5,0.1855,0.6494,10,yes,55.00,9.506530,0.525870,0.085559,0.005942,WIN,0.000000,0.000000,0.000000,0.000000,0.000000,,94.300000,0.018793,0.000000,0.102216,0.139106,1.360894,3.478910,2368360.214494,0.000000,0.016782,1.000000,0.833333,60432754.090500,12.038835,0.000000,0.735880,0.959001,4.290158,8.266874,0.000000,0.500000,0.000000,1h
2026-02-25 16:59,2026-02-25 17:59,2026-02-25 23:59,FILUSDT,LONG,BREAKOUT,INSTANT,1.0923276,1.054096134,1.35990954592,50.00,1.000,0.000,1.054096134,6,-1.0000,-3.5000,10,no,,0.000000,0.000000,0.000000,0.000000,skipped,0.000000,0.000000,0.000000,0.000000,0.000000,,92.300000,0.014870,0.000000,0.203160,0.262594,1.292547,7.363057,7764983.911090,0.000000,0.020735,1.000000,0.725000,223080635.579000,20.787546,0.000000,1.214779,0.959001,4.290158,16.334232,1.000000,1.000000,0.412809,1h
2026-02-25 21:59,2026-02-25 22:59,2026-02-25 23:59,DOTUSDT,LONG,BREAKOUT,INSTANT,1.7265178,1.666089677,2.45865962854,50.00,1.000,0.000,1.666089677,1,-1.0000,-3.5000,10,yes,55.00,9.795759,-3.517902,0.088162,0.001224,LOSS,0.000000,0.000000,0.000000,0.000000,0.000000,,96.000000,0.029833,0.000000,0.227931,0.465515,2.042348,3.757583,14784143.081740,0.000000,0.033438,1.000000,0.731959,358277943.849900,30.069525,0.000000,1.043208,1.920795,4.510998,30.137354,0.000000,0.500000,0.000000,1h
2026-02-27 08:59,2026-02-27 09:59,2026-02-27 11:59,ARBUSDT,LONG,BREAKOUT,INSTANT,0.11153345,0.10762977925,0.1209163,50.00,1.000,0.000,0.10762977925,2,-1.0000,-3.5000,10,yes,46.75,6.936490,-2.491934,0.062428,0.001734,LOSS,0.000000,0.000000,0.000000,0.000000,0.000000,,95.700000,0.036245,0.000000,0.089036,0.122635,1.377365,7.876184,2301257.271136,0.000000,0.016848,1.000000,0.920000,71750566.490580,14.887892,0.000000,1.035614,7.166036,1.317232,15.092736,1.000000,0.000000,-0.322679,1h
